"session_id","user_id","movie_id","watch_date","device_type","watch_duration_minutes","progress_percentage","action","quality","location_country","is_download","user_rating","duration_category"
"session_000212","user_00660","movie_0216",2024-12-02,"Smart TV",52.3,11.2,"stopped","HD","Canada",TRUE,NA,"31-60 minutes"
"session_000213","user_02812","movie_0974",2025-12-25,"Mobile",115.9,39.4,"completed",NA,"Canada",FALSE,NA,"1-2 hours"
"session_000214","user_07099","movie_0509",2024-01-29,"Smart TV",106.2,18.2,"started","HD","Canada",FALSE,NA,"1-2 hours"
"session_000215","user_06547","movie_0864",2025-06-15,"Tablet",44.5,13.1,"started","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000216","user_09562","movie_0739",2024-05-01,"Desktop",128.8,24.7,"stopped","4K","USA",FALSE,NA,"2-4 hours"
"session_000217","user_01987","movie_0791",2024-07-17,"Smart TV",25.4,74.7,"paused","SD","Canada",FALSE,NA,"6-30 minutes"
"session_000218","user_08339","movie_0929",2025-05-12,"Desktop",62.7,79.3,"stopped","4K","Canada",FALSE,NA,"1-2 hours"
"session_000219","user_02912","movie_0386",2025-12-21,"Desktop",8.8,23.1,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_000220","user_01735","movie_0764",2024-05-23,"Mobile",34.9,74.7,"completed","4K","Canada",FALSE,NA,"31-60 minutes"
"session_000221","user_01844","movie_0205",2024-03-29,"Desktop",30.1,60.6,"stopped","HD","USA",TRUE,2,"31-60 minutes"
"session_000222","user_08681","movie_0670",2025-02-21,"Mobile",198.8,44.4,"started","4K","USA",FALSE,NA,"2-4 hours"
"session_000223","user_02977","movie_0957",2024-10-05,"Tablet",48.9,27.8,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_000224","user_01960","movie_0994",2025-05-03,"Mobile",20.2,41.8,"paused","HD","USA",FALSE,NA,"6-30 minutes"
"session_000225","user_05760","movie_0587",2025-05-02,"Laptop",46.5,13.2,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_000226","user_06695","movie_0997",2025-11-13,"Tablet",31.2,74,"paused","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000227","user_02386","movie_0396",2025-07-01,"Tablet",330.6,39,"completed","HD","USA",TRUE,NA,"4-8 hours"
"session_000228","user_04737","movie_0594",2024-08-03,"Laptop",125.9,45.3,"paused","SD","Canada",FALSE,NA,"2-4 hours"
"session_000229","user_01803","movie_0980",2024-09-23,"Mobile",30,32.7,"paused","HD","Canada",TRUE,NA,"6-30 minutes"
"session_000230","user_08156","movie_0305",2025-05-28,"Smart TV",22.8,11.7,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000231","user_08121","movie_0333",2024-08-15,"Laptop",23.5,7.6,"stopped","HD","Canada",FALSE,4,"6-30 minutes"
"session_000232","user_06617","movie_0902",2024-08-11,"Smart TV",14.5,71.7,"paused","4K","Canada",FALSE,NA,"6-30 minutes"
"session_000233","user_05535","movie_0778",2025-08-20,"Tablet",40.9,30.1,"paused","SD","Canada",FALSE,NA,"31-60 minutes"
"session_000234","user_04062","movie_0957",2024-06-23,"Tablet",85.8,5.6,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_000235","user_00263","movie_0993",2024-12-01,"Tablet",63.4,1.7,"started","HD","USA",FALSE,3,"1-2 hours"
"session_000236","user_06288","movie_0434",2024-05-20,"Laptop",106.8,51.1,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_000237","user_08816","movie_0959",2025-03-01,"Mobile",65.9,30.3,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_000238","user_09209","movie_0516",2024-07-05,"Desktop",19.9,26,"stopped","HD","Canada",FALSE,5,"6-30 minutes"
"session_000239","user_02050","movie_0900",2025-05-22,"Desktop",138,39.9,"paused","4K","USA",TRUE,NA,"2-4 hours"
"session_000240","user_05424","movie_0873",2024-09-14,"Desktop",28.3,82.6,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000241","user_04549","movie_0677",2024-01-15,"Desktop",84.3,70.2,"completed","SD","USA",FALSE,NA,"1-2 hours"
"session_000242","user_03109","movie_0746",2025-12-18,"Smart TV",99.4,52.7,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_000243","user_07159","movie_0204",2024-12-15,"Laptop",49.6,96.9,"started","4K","USA",FALSE,1,"31-60 minutes"
"session_000244","user_07401","movie_0884",2025-05-06,"Tablet",104.3,45.8,"completed","HD","Canada",FALSE,4,"1-2 hours"
"session_000245","user_03171","movie_0965",2025-09-29,"Mobile",54.3,14.7,"stopped","4K","Canada",TRUE,1,"31-60 minutes"
"session_000246","user_09875","movie_0951",2025-12-13,"Mobile",14.9,52.9,"completed","SD","Canada",FALSE,NA,"6-30 minutes"
"session_000247","user_02256","movie_0729",2025-02-24,"Laptop",7,12.9,"stopped","SD","Canada",FALSE,NA,"6-30 minutes"
"session_000248","user_01155","movie_0729",2024-01-25,"Tablet",23.5,43.5,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_000249","user_04500","movie_0545",2025-02-28,"Tablet",50.2,87.2,"started","4K","USA",FALSE,1,"31-60 minutes"
"session_000250","user_06296","movie_0308",2024-07-30,"Smart TV",35,58.6,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000251","user_06198","movie_0447",2024-11-15,"Desktop",88,73.8,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_000252","user_09889","movie_0591",2024-09-27,"Desktop",106.9,68.8,"started","HD","USA",FALSE,3,"1-2 hours"
"session_000253","user_01649","movie_0980",2025-07-23,"Laptop",44.8,4.6,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_000254","user_05540","movie_0487",2024-12-26,"Desktop",60.1,90.3,"stopped","SD","USA",TRUE,NA,"1-2 hours"
"session_000255","user_09638","movie_0332",2025-10-02,"Desktop",51.3,55.7,"completed","4K","USA",FALSE,NA,"31-60 minutes"
"session_000256","user_04200","movie_0462",2024-05-13,"Desktop",79.6,92.3,"completed","HD","USA",FALSE,NA,"1-2 hours"
"session_000257","user_08446","movie_0150",2025-09-03,"Smart TV",21.5,30.1,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_000258","user_02558","movie_0728",2024-05-03,"Tablet",7,83.4,"stopped",NA,"USA",FALSE,NA,"6-30 minutes"
"session_000259","user_05593","movie_0460",2024-07-19,"Laptop",73.5,26.2,"completed","SD","USA",TRUE,NA,"1-2 hours"
"session_000260","user_00099","movie_0724",2024-02-24,"Tablet",86.9,16,"completed","4K","USA",FALSE,NA,"1-2 hours"
"session_000261","user_02201","movie_0240",2024-10-28,"Smart TV",80.2,94,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_000262","user_02962","movie_0988",2025-08-29,"Desktop",89.5,97.1,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_000263","user_04974","movie_0952",2024-04-08,"Smart TV",73.6,89.6,"completed","HD","Canada",FALSE,NA,"1-2 hours"
"session_000264","user_04434","movie_0971",2024-10-08,"Desktop",38.8,80.6,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_000265","user_02870","movie_0214",2024-05-02,"Mobile",59.7,96.7,"completed","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000266","user_00957","movie_0882",2025-03-02,"Mobile",18.7,6.2,"completed","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000267","user_08353","movie_0353",2025-05-11,"Tablet",33.5,58.3,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_000268","user_05700","movie_0954",2024-08-22,"Smart TV",20.4,48.2,"stopped","4K","USA",FALSE,NA,"6-30 minutes"
"session_000269","user_06945","movie_0974",2025-01-20,"Laptop",9,57.1,"stopped","4K","USA",FALSE,3,"6-30 minutes"
"session_000270","user_04494","movie_0973",2024-10-08,"Tablet",45.8,11.4,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_000271","user_09493","movie_0665",2024-10-24,"Desktop",117.3,33.3,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_000272","user_04912","movie_1000",2025-06-14,"Mobile",85.8,70.3,"completed","HD","Canada",FALSE,4,"1-2 hours"
"session_000273","user_03988","movie_0720",2024-05-13,"Smart TV",75.8,0.4,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_000274","user_09720","movie_0990",2024-12-14,"Desktop",115.6,15.1,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_000275","user_06016","movie_0257",2024-12-07,"Desktop",39.1,21.5,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_000276","user_01219","movie_0540",2025-07-08,"Tablet",68.3,5.9,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_000277","user_04497","movie_0735",2025-12-18,"Mobile",64.4,43.8,"stopped","SD","USA",TRUE,NA,"1-2 hours"
"session_000278","user_04736","movie_0612",2025-07-06,"Smart TV",43.9,54.2,"stopped","HD","USA",FALSE,NA,"31-60 minutes"
"session_000279","user_04556","movie_0432",2025-11-13,"Laptop",118.2,52.5,"stopped","4K","USA",TRUE,4,"1-2 hours"
"session_000280","user_09147","movie_0365",2025-11-06,"Smart TV",27.5,77.3,"paused","4K","USA",FALSE,NA,"6-30 minutes"
"session_000281","user_08051","movie_0114",2025-09-30,"Mobile",51.3,82.6,"paused","SD","USA",TRUE,NA,"31-60 minutes"
"session_000282","user_03447","movie_0962",2024-02-05,"Smart TV",108.6,60.4,"paused",NA,"USA",FALSE,NA,"1-2 hours"
"session_000283","user_01046","movie_0311",2024-12-27,"Tablet",52.3,39.6,"completed","4K","USA",TRUE,NA,"31-60 minutes"
"session_000284","user_06894","movie_0618",2024-05-21,"Mobile",40.6,74.5,"started","4K","Canada",FALSE,NA,"31-60 minutes"
"session_000285","user_01694","movie_0357",2025-09-03,"Laptop",62.3,30.1,"stopped","HD","Canada",TRUE,NA,"1-2 hours"
"session_000286","user_03437","movie_0619",2025-03-14,"Desktop",61.5,67.6,"started","SD","Canada",TRUE,2,"1-2 hours"
"session_000287","user_08755","movie_0130",2024-07-19,"Laptop",19.6,16,"paused",NA,"USA",TRUE,NA,"6-30 minutes"
"session_000288","user_05896","movie_0929",2024-07-16,"Smart TV",46.5,29.5,"paused","HD","Canada",FALSE,2,"31-60 minutes"
"session_000289","user_03355","movie_0305",2024-11-15,"Tablet",31.5,71.1,"completed","SD","USA",FALSE,4,"31-60 minutes"
"session_000290","user_00226","movie_0676",2025-12-27,"Tablet",23.1,30.1,"paused","4K","Canada",FALSE,3,"6-30 minutes"
"session_000291","user_04894","movie_0670",2024-10-14,"Laptop",120,47.2,"paused","SD","USA",FALSE,NA,"1-2 hours"
"session_000292","user_07023","movie_0244",2024-03-19,"Smart TV",22.2,76.1,"completed","4K","Canada",FALSE,NA,"6-30 minutes"
"session_000293","user_09152","movie_0482",2024-06-26,"Desktop",25.3,18.5,"paused","4K","USA",FALSE,5,"6-30 minutes"
"session_000294","user_05601","movie_0146",2025-05-24,"Desktop",96.8,4.2,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_000295","user_07997","movie_0932",2025-07-23,"Tablet",13.7,30.2,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_000296","user_09008","movie_0640",2025-07-24,"Desktop",107.7,56,"paused","4K","Canada",FALSE,5,"1-2 hours"
"session_000297","user_07684","movie_0024",2025-06-03,"Laptop",27.8,2.5,"started",NA,"Canada",FALSE,NA,"6-30 minutes"
"session_000298","user_04643","movie_0630",2025-07-02,"Smart TV",48,46.5,"stopped","4K","USA",FALSE,NA,"31-60 minutes"
"session_000299","user_07680","movie_0129",2025-07-24,"Laptop",70.1,41.6,"stopped","4K","USA",FALSE,2,"1-2 hours"
"session_000300","user_08209","movie_0174",2024-08-15,"Tablet",6.2,77.1,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_000301","user_07340","movie_0536",2024-09-03,"Laptop",96.9,35.7,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_000302","user_09436","movie_0277",2025-04-20,"Smart TV",162.5,30.4,"stopped","HD","Canada",FALSE,4,"2-4 hours"
"session_000303","user_02206","movie_0541",2024-06-07,"Mobile",15.9,33.1,"completed","HD","USA",FALSE,NA,"6-30 minutes"
"session_000304","user_01070","movie_0717",2025-06-22,"Desktop",58.9,17.1,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_000305","user_03445","movie_0576",2024-10-03,"Laptop",31.8,96.3,"paused","SD","USA",FALSE,3,"31-60 minutes"
"session_000306","user_01061","movie_0778",2025-01-01,"Smart TV",69.6,89.3,"paused","HD","USA",FALSE,2,"1-2 hours"
"session_000307","user_02328","movie_0653",2024-11-01,"Tablet",28.4,74.7,"started","SD","Canada",FALSE,NA,"6-30 minutes"
"session_000308","user_03421","movie_0395",2025-04-19,"Laptop",79,52.9,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_000309","user_00302","movie_0102",2024-04-01,"Smart TV",112.1,98.6,"paused","HD","USA",TRUE,NA,"1-2 hours"
"session_000310","user_00607","movie_0631",2024-01-08,"Desktop",43,86.6,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_000311","user_03171","movie_0186",2025-05-14,"Desktop",42,2.8,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_000312","user_00700","movie_0262",2025-07-03,"Smart TV",19.2,19.1,"stopped","HD","USA",TRUE,NA,"6-30 minutes"
"session_000313","user_05089","movie_0947",2024-07-30,"Tablet",28.9,79.8,"completed","SD","Canada",TRUE,2,"6-30 minutes"
"session_000314","user_09332","movie_0778",2024-03-16,"Desktop",44.7,20.6,"completed",NA,"USA",FALSE,NA,"31-60 minutes"
"session_000315","user_00191","movie_0960",2025-05-19,"Mobile",30,49,"stopped","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000316","user_00981","movie_0333",2024-02-01,"Smart TV",29,83.3,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_000317","user_02976","movie_0368",2024-02-11,"Smart TV",14,16.7,"stopped","HD","USA",FALSE,NA,"6-30 minutes"
"session_000318","user_06103","movie_0626",2024-03-01,"Laptop",480,65.7,"completed","4K","Canada",FALSE,NA,"Other"
"session_000319","user_01185","movie_0931",2024-11-15,"Tablet",40.9,90.7,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_000320","user_03328","movie_0623",2024-11-23,"Laptop",18.7,56.3,"paused","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000321","user_03395","movie_0982",2024-11-16,"Smart TV",82,52.8,"paused","4K","Canada",FALSE,NA,"1-2 hours"
"session_000322","user_08320","movie_0273",2025-07-04,"Tablet",79.6,80,"started","HD","USA",FALSE,5,"1-2 hours"
"session_000323","user_01817","movie_0515",2024-08-22,"Smart TV",36.4,28.8,"paused","HD","USA",FALSE,NA,"31-60 minutes"
"session_000324","user_05855","movie_0764",2025-06-23,"Desktop",26.6,46.4,"started","HD","USA",FALSE,NA,"6-30 minutes"
"session_000325","user_06710","movie_0768",2024-10-27,"Tablet",20.8,95.9,"started","4K","Canada",FALSE,NA,"6-30 minutes"
"session_000326","user_00570","movie_0158",2025-03-11,"Laptop",93.7,26.2,"stopped","4K","USA",FALSE,NA,"1-2 hours"
"session_000327","user_05443","movie_0482",2025-03-06,"Desktop",98.3,27.5,"completed",NA,"Canada",FALSE,NA,"1-2 hours"
"session_000328","user_01896","movie_0795",2025-11-25,"Mobile",46.5,44.3,"started","4K","USA",FALSE,NA,"31-60 minutes"
"session_000329","user_02734","movie_0173",2024-01-11,"Laptop",46.4,8.6,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000330","user_03864","movie_0900",2024-04-23,"Smart TV",15,10.8,"completed","SD","USA",FALSE,NA,"6-30 minutes"
"session_000331","user_07456","movie_0417",2024-01-01,"Mobile",29.8,82.1,"paused",NA,"USA",FALSE,NA,"6-30 minutes"
"session_000332","user_04015","movie_0939",2024-01-10,"Desktop",81.1,0.3,"paused","HD","USA",FALSE,NA,"1-2 hours"
"session_000333","user_01687","movie_0927",2025-08-29,"Tablet",59.7,99.6,"completed","SD","USA",TRUE,NA,"31-60 minutes"
"session_000334","user_03010","movie_0787",2025-03-04,"Tablet",107.6,94.1,"paused","HD","USA",TRUE,NA,"1-2 hours"
"session_000335","user_07807","movie_0651",2024-11-29,"Desktop",65.2,99,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_000336","user_00155","movie_0500",2024-10-18,"Tablet",66.8,20.5,"stopped","SD","USA",FALSE,NA,"1-2 hours"
"session_000337","user_01410","movie_0549",2024-04-27,"Tablet",39.5,74.7,"started","HD","Canada",FALSE,5,"31-60 minutes"
"session_000338","user_00785","movie_0847",2024-12-04,"Desktop",19.2,47.5,"started","HD","Canada",FALSE,NA,"6-30 minutes"
"session_000339","user_08097","movie_0852",2024-04-23,"Tablet",52.9,4.6,"stopped","HD","Canada",FALSE,NA,"31-60 minutes"
"session_000340","user_07561","movie_0957",2025-10-31,"Smart TV",113.8,71.6,"completed","HD","USA",TRUE,3,"1-2 hours"
"session_000341","user_07344","movie_0869",2024-06-14,"Desktop",62.6,18.1,"stopped","4K","USA",TRUE,NA,"1-2 hours"
"session_000342","user_07207","movie_0968",2025-02-13,"Laptop",15.3,17.8,"paused","SD","USA",FALSE,NA,"6-30 minutes"
"session_000343","user_05597","movie_0770",2024-10-03,"Desktop",89.7,6,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_000344","user_05802","movie_0742",2024-04-25,"Smart TV",65.7,45.4,"started","HD","Canada",FALSE,3,"1-2 hours"
"session_000345","user_02807","movie_0690",2025-04-11,"Smart TV",54.4,32.1,"paused","4K","USA",FALSE,NA,"31-60 minutes"
"session_000346","user_00538","movie_0027",2025-08-10,"Mobile",56.6,83.3,"paused","SD","USA",FALSE,NA,"31-60 minutes"
"session_000347","user_05987","movie_0690",2025-09-28,"Mobile",60.5,65.8,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_000348","user_01842","movie_0206",2024-06-03,"Tablet",10.1,35.7,"paused","SD","USA",FALSE,2,"6-30 minutes"
"session_000349","user_08717","movie_0792",2025-09-02,"Laptop",43.7,45.8,"stopped","SD","USA",FALSE,NA,"31-60 minutes"
"session_000350","user_06972","movie_0611",2024-04-23,"Tablet",112.2,69.4,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_000351","user_05626","movie_0796",2024-03-16,"Smart TV",53.1,2.3,"paused","4K","USA",TRUE,NA,"31-60 minutes"
"session_000352","user_02951","movie_0824",2024-07-17,"Desktop",51.3,16.1,"completed",NA,"USA",FALSE,NA,"31-60 minutes"
"session_000353","user_07993","movie_0290",2024-07-19,"Laptop",79.8,85.7,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_000354","user_04781","movie_0593",2025-01-10,"Smart TV",74.7,81.8,"stopped","HD","Canada",FALSE,NA,"1-2 hours"
"session_000355","user_02369","movie_0673",2024-07-04,"Mobile",27,45.3,"completed","4K","USA",FALSE,5,"6-30 minutes"
"session_000356","user_06656","movie_0535",2024-12-02,"Tablet",67.4,93.6,"started","SD","USA",TRUE,NA,"1-2 hours"
"session_000357","user_08174","movie_0136",2025-12-18,"Smart TV",88.2,81.6,"paused","HD","Canada",FALSE,NA,"1-2 hours"
"session_000358","user_04496","movie_0767",2024-02-02,"Desktop",82.7,71.6,"paused","4K","USA",TRUE,NA,"1-2 hours"
"session_000359","user_09164","movie_0929",2025-01-13,"Laptop",56.8,94.4,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_000360","user_06003","movie_0832",2025-10-23,"Smart TV",90.5,3.1,"started","HD","USA",FALSE,NA,"1-2 hours"
"session_000361","user_06615","movie_0636",2024-10-05,"Desktop",14.8,30,"stopped","SD","USA",FALSE,NA,"6-30 minutes"
"session_000362","user_09359","movie_0275",2025-08-23,"Smart TV",64.1,72.5,"completed","4K","USA",TRUE,NA,"1-2 hours"
"session_000363","user_05920","movie_0396",2025-04-14,"Smart TV",99.3,52.8,"started","4K","Canada",TRUE,NA,"1-2 hours"
"session_000364","user_00854","movie_0004",2025-11-07,"Desktop",84.2,24.9,"paused","4K","USA",FALSE,NA,"1-2 hours"
"session_000365","user_04147","movie_0223",2025-11-20,"Laptop",58.5,93.8,"paused","4K","Canada",FALSE,5,"31-60 minutes"
"session_000366","user_03770","movie_0447",2024-07-23,"Tablet",86,54.8,"started","4K","USA",FALSE,NA,"1-2 hours"
"session_000367","user_00575","movie_0172",2024-08-02,"Mobile",22.9,72.6,"stopped","4K","USA",TRUE,4,"6-30 minutes"
"session_000368","user_01149","movie_0376",2024-07-05,"Laptop",126.8,93,"paused","HD","USA",TRUE,NA,"2-4 hours"
"session_000369","user_06294","movie_0119",2024-07-27,"Desktop",102.4,17.2,"started","SD","Canada",TRUE,NA,"1-2 hours"
"session_000370","user_06458","movie_0149",2024-08-31,"Smart TV",26.3,79.1,"started","HD","USA",TRUE,5,"6-30 minutes"
"session_000371","user_07510","movie_0524",2025-09-20,"Mobile",95.3,90.2,"stopped","4K","USA",TRUE,NA,"1-2 hours"
"session_000372","user_09908","movie_0199",2025-07-13,"Desktop",59.5,9.9,"paused","HD","USA",TRUE,5,"31-60 minutes"
"session_000373","user_04778","movie_0658",2025-09-05,"Laptop",72.5,99.9,"completed","4K","Canada",FALSE,NA,"1-2 hours"
"session_000374","user_03855","movie_0295",2024-05-08,"Tablet",49.1,26,"completed","HD","USA",FALSE,NA,"31-60 minutes"
"session_000375","user_02492","movie_0843",2025-12-18,"Laptop",73.8,96.1,"stopped","SD","USA",FALSE,4,"1-2 hours"
"session_000376","user_03125","movie_0545",2025-07-08,"Mobile",100.1,87.4,"started","HD","USA",FALSE,3,"1-2 hours"
"session_000377","user_05692","movie_0982",2024-02-16,"Mobile",68.6,75.3,"started","SD","USA",FALSE,NA,"1-2 hours"
"session_000378","user_03052","movie_0456",2024-08-04,"Smart TV",94.5,23.7,"stopped","HD","USA",FALSE,NA,"1-2 hours"
"session_000379","user_00005","movie_0423",2025-09-19,"Laptop",150,27.8,"paused","HD","Canada",FALSE,NA,"2-4 hours"
"session_000380","user_05223","movie_0159",2025-11-02,"Laptop",164,59.7,"completed","HD","USA",FALSE,NA,"2-4 hours"
"session_000381","user_05316","movie_0245",2025-05-25,"Mobile",109.9,53.5,"stopped","4K","USA",FALSE,1,"1-2 hours"
